EVENT_NO,LAT,LONGT
16AE0290, 36.80822,-119.84441
16AE0349, 36.73592,-119.74040
16AE0367, 36.77968,-119.78328
16AE0374, 36.75768,-119.79956
16AE0378, 36.81545,-119.85812
16AE0399, 36.82301,-119.71340
16AE0406, 36.73589,-119.75456
16AE0419, 36.73772,-119.74549
16AE0467, 36.82292,-119.79035
16AE0494, 36.74188,-119.77890
16AE0571, 36.85744,-119.78511
16AE0631, 36.75746,-119.71326
16AE0695, 36.73992,-119.70012
16AE0720, 36.72276,-119.81117
16AE0784, 36.75045,-119.73638
16AE1014, 36.73604,-119.78338
16AE1073, 36.75770,-119.77251
16AE1146, 36.75751,-119.82169
16AE1152, 36.74319,-119.73642
16AE1156, 36.73064,-119.78473
16AE1168, 36.75044,-119.78151
16AE1174, 36.83015,-119.79030
16AE1185, 36.78665,-119.67311
16AE1194, 36.73592,-119.72740
16AE1224, 36.74128,-119.72737
16AE1293, 36.84781,-119.79136
16AE1347, 36.70689,-119.78361
16AE1347, 36.70689,-119.78361
16AE1357, 36.81934,-119.79043
16AE1391, 36.74321,-119.75449
16AE1400, 36.76319,-119.75449
16AE1399, 36.81652,-119.79163
16AE1408, 36.75743,-119.83059
16AE1428, 36.71783,-119.79981
16AE1449, 36.73693,-119.80856
16AE1452, 36.76500,-119.77252
16AE1483, 36.72865,-119.80872
16AE1459, 36.75743,-119.84430
16AE1461, 36.82305,-119.77226
16AE1496, 36.75044,-119.78151
16AE1608, 36.80826,-119.83265
16AE1936, 36.80822,-119.84441
16AE2227, 36.82553,-119.86872
16AE2340, 36.74502,-119.76763
16AE2350, 36.71778,-119.79870
16AE2394, 36.77228,-119.78830
16AE2453, 36.81225,-119.77230
16AE2467, 36.75681,-119.74090
16AE2485, 36.73589,-119.75456
16AE2530, 36.75772,-119.75899
16AE2557, 36.80828,-119.82638
16AE2562, 36.72537,-119.81767
16AE2576, 36.76502,-119.79055
16AE2579, 36.72136,-119.81274
16AE2599, 36.72857,-119.81311
16AE2606, 36.72663,-119.80533
16AE2622, 36.71963,-119.79980
16AE2666, 36.72863,-119.74556
16AE2669, 36.72139,-119.79982
16AE2680, 36.84447,-119.80184
16AE2685, 36.80639,-119.84443
16AE2702, 36.83703,-119.80834
16AE2721, 36.71964,-119.79644
16AE2708, 36.75746,-119.82912
16AE2732, 36.79019,-119.82644
16AE2736, 36.75607,-119.75446
16AE2737, 36.75044,-119.78151
16AE2794, 36.83711,-119.87900
16AE2800, 36.79410,-119.79052
16AE2818, 36.77931,-119.82656
16AE2821, 36.79046,-119.79053
16AE2825, 36.80132,-119.79048
16AE2846, 36.77672,-119.83439
16AE2856, 36.78650,-119.83543
16AE2863, 36.78843,-119.81752
16AE2910, 36.77949,-119.79958
16AE2921, 36.75951,-119.79053
16AE2925, 36.80132,-119.79048
16AE3414, 36.82256,-119.89377
16AE3539, 36.75025,-119.82430
16AE3558, 36.72540,-119.81174
16AE3597, 36.78628,-119.88934
16AE3591, 36.72436,-119.81326
16AE3629, 36.72848,-119.83114
16AE3689, 36.77969,-119.78153
16AE3716, 36.79410,-119.79052
16AE3803, 36.76181,-119.71832
16AE3837, 36.80135,-119.75423
16AE3849, 36.76510,-119.75452
16AE3898, 36.75748,-119.72616
16AE3912, 36.74318,-119.77243
16AE3934, 36.72758,-119.77049
16AE3952, 36.72758,-119.76808
16AE3978, 36.79046,-119.79053
16AE3987, 36.75771,-119.78152
16AE4014, 36.75590,-119.74542
16AE4114, 36.74664,-119.80824
16AE4126, 36.73028,-119.80022
16AE4138, 36.73867,-119.73634
16AE4179, 36.79016,-119.83116
16AE4179, 36.79016,-119.83116
16AE4185, 36.72463,-119.80313
16AE4243, 36.76502,-119.77924
16AE4269, 36.78685,-119.76341
16AE4286, 36.78308,-119.76347
16AE4310, 36.80849,-119.79495
16AE4371, 36.85948,-119.72979
16AE4804, 36.78623,-119.78910
16AE5138, 36.70696,-119.73643
16AE5289, 36.71413,-119.79979
16AE5264, 36.73070,-119.76364
16AE5276, 36.73772,-119.75000
16AE5279, 36.71416,-119.78174
16AE5247, 36.73122,-119.79892
16AE5304, 36.71417,-119.79078
16AE5318, 36.84005,-119.79126
16AE5326, 36.72356,-119.79470
16AE5320, 36.71597,-119.79644
16AE5480, 36.81219,-119.79043
16AE5489, 36.73230,-119.73193
16AE5502, 36.78294,-119.82652
16AE5520, 36.79400,-119.82482
16AE5612, 36.80861,-119.75418
16AE5641, 36.77931,-119.82656
16AE5643, 36.72137,-119.81119
16AE5665, 36.76470,-119.82672
16AE5675, 36.80857,-119.78139
16AE5676, 36.73589,-119.80851
16AE5678, 36.73436,-119.73529
16AE5682, 36.80855,-119.78260
16AE5690, 36.77305,-119.86626
16AE5726, 36.80811,-119.88603
16AE5707, 36.76500,-119.77252
16AE5714, 36.79362,-119.86695
16AE5718, 36.72996,-119.78580
16AE5722, 36.75772,-119.74542
16AE5729, 36.75039,-119.80032
16AE5705, 36.77826,-119.83549
16AE5719, 36.71422,-119.77612
16AE5761, 36.75042,-119.79054
16AE5770, 36.75227,-119.79852
16AE5778, 36.77352,-119.79391
16AE5809, 36.79797,-119.83467
16AE5822, 36.76471,-119.82571
16AE5861, 36.76519,-119.72687
16AE5848, 36.77681,-119.79055
16AE5853, 36.82251,-119.77251
16AE5863, 36.80816,-119.87749
16AE5898, 36.85589,-119.78732
16AE6276, 36.78650,-119.83543
16AE6602, 36.81225,-119.75413
16AE6636, 36.76640,-119.76245
16AE6670, 36.72857,-119.81311
16AE6693, 36.80816,-119.87460
16AE6697, 36.77493,-119.80106
16AE6741, 36.79410,-119.77231
16AE6775, 36.75744,-119.70037
16AE6773, 36.73593,-119.73635
16AE6858,,
16AE6859, 36.74195,-119.74348
16AE6935, 36.75455,-119.79054
16AE6939, 36.72865,-119.71845
16AE6947, 36.73590,-119.74549
16AE6967, 36.78685,-119.78514
16AE6973, 36.78681,-119.74078
16AE7044, 36.81934,-119.79043
16AE7050, 36.77218,-119.70024
16AE7060, 36.77190,-119.85333
16AE7075, 36.83916,-119.78379
16AE7095, 36.80798,-119.86095
16AE7147, 36.75771,-119.79561
16AE7140, 36.75763,-119.80859
16AE7142, 36.82298,-119.78131
16AE7154, 36.74365,-119.79323
16AE7180, 36.82298,-119.78131
16AE7195, 36.77189,-119.83788
16AE7400, 36.78427,-119.83988
16AE7435, 36.78406,-119.79505
16AE7571, 36.77221,-119.80105
16AE7623, 36.78667,-119.68213
16AE7771, 36.79355,-119.88937
16AE7772, 36.72076,-119.79167
16AE7923, 36.73319,-119.80111
16AE7928, 36.78827,-119.84433
16AE7954, 36.84088,-119.79961
16AE7962, 36.73965,-119.80689
16AE7980, 36.72862,-119.81163
16AE7983, 36.78672,-119.79054
16AE7972, 36.75039,-119.78939
16AE8031, 36.83730,-119.76318
16AE8063, 36.72663,-119.80533
16AE8082, 36.71870,-119.80134
16AE8091, 36.71783,-119.79981
16AE8138, 36.79376,-119.83537
16AE8203, 36.73593,-119.73635
16AE8291, 36.83711,-119.87900
16AE8311, 36.80846,-119.79945
16AE8321, 36.73590,-119.71837
16AE8417, 36.83738,-119.75418
16AE8425, 36.72188,-119.73653
16AE8400, 36.80826,-119.83265
16AE8400, 36.80826,-119.83265
16AE8473, 36.74954,-119.78152
16AE8474, 36.71494,-119.71847
16AE8486, 36.76500,-119.77252
16AE8490, 36.75044,-119.76432
16AE8520, 36.75771,-119.77701
16AE8554, 36.80822,-119.84441
16AE8574, 36.76480,-119.81766
16AE8585, 36.77949,-119.79958
16AE8588, 36.81588,-119.75417
16AE8643, 36.80846,-119.79945
16AE8645, 36.87227,-119.76471
16AE8919, 36.81225,-119.75413
16AE9204, 36.73028,-119.80022
16AE9249, 36.72196,-119.78379
16AE9268, 36.71418,-119.77406
16AE9384, 36.72955,-119.80124
16AE9386, 36.75746,-119.82666
16AE9392, 36.75762,-119.80629
16AE9482, 36.77483,-119.81761
16AE9528, 36.84468,-119.78380
16AE9536, 36.73230,-119.73642
16AE9550, 36.80853,-119.79045
16AE9574, 36.72259,-119.79363
16AE9577, 36.71045,-119.79988
16AE9581, 36.81553,-119.78996
16AE9643, 36.74331,-119.79051
16AE9630, 36.72743,-119.81762
16AE9636, 36.72862,-119.81163
16AE9575, 36.73588,-119.77259
16AE9674, 36.82232,-119.87046
16AE9674, 36.82232,-119.87046
16AE9690, 36.77951,-119.73630
16AE9690, 36.77951,-119.73630
16AE9705, 36.73861,-119.79353
16AE9731, 36.75768,-119.79884
16AE9784, 36.74078,-119.79047
16AE9793, 36.73762,-119.79245
16AE9807, 36.79410,-119.79052
16AE9801, 36.71415,-119.73881
16AE9821, 36.73806,-119.78928
16AE9827, 36.73590,-119.74549
16AE9831, 36.78672,-119.79054
16AE9882, 36.75039,-119.80032
16AE9888, 36.75037,-119.81411
16AE9989, 36.80851,-119.79270
16AF0050, 36.80763,-119.81607
16AF0105, 36.75045,-119.77250
16AF0108, 36.75772,-119.74542
16AF0162, 36.76141,-119.76353
16AF0170, 36.86654,-119.75680
16AF0387, 36.73297,-119.71962
16AF0410, 36.73816,-119.80856
16AF0401, 36.73466,-119.80857
16AF0405, 36.71214,-119.75469
16AF0459, 36.74503,-119.78940
16AF0500, 36.72747,-119.81314
16AF0526, 36.71417,-119.78740
16AF0543, 36.74501,-119.77246
16AF0574, 36.75771,-119.78152
16AF0583, 36.85192,-119.78371
16AF0575, 36.75048,-119.75896
16AF0596, 36.75355,-119.78925
16AF0623, 36.73948,-119.74772
16AF0626, 36.73587,-119.76109
16AF0644, 36.81934,-119.79043
16AF0654, 36.75046,-119.74542
16AF0661, 36.84612,-119.79068
16AF0663, 36.83015,-119.79030
16AF0660, 36.82292,-119.79035
16AF0681, 36.83726,-119.79025
16AF0687, 36.82292,-119.79035
16AF0698, 36.83726,-119.79025
16AF0706, 36.80857,-119.78139
16AF0734, 36.82292,-119.79035
16AF0720, 36.80859,-119.74524
16AF0736, 36.82292,-119.79035
16AF0756, 36.84612,-119.79068
16AF0768, 36.80824,-119.88977
16AF0773, 36.82292,-119.79035
16AF0781, 36.75041,-119.79279
16AF0778, 36.83015,-119.79030
16AF0807, 36.76513,-119.73631
16AF0857, 36.75024,-119.82542
16AF0866, 36.75743,-119.82778
16AF0911, 36.75480,-119.82877
16AF0938, 36.73592,-119.72740
16AF0947, 36.73955,-119.73857
16AF0951, 36.79381,-119.82640
16AF0970, 36.75454,-119.78925
16AF0986, 36.78284,-119.83992
16AF1056, 36.82660,-119.77226
16AF1054, 36.82305,-119.77226
16AF1062, 36.78644,-119.80865
16AF1128, 36.73579,-119.70010
16AF1197, 36.76500,-119.79337
16AF1344, 36.75607,-119.75446
16AF1412, 36.74501,-119.73868
16AF1913, 36.75045,-119.77250
16AF1997, 36.74890,-119.79888
16AF2053, 36.75825,-119.82168
16AF2096, 36.77851,-119.80862
16AF2136, 36.75048,-119.75896
16AF2148, 36.77937,-119.81645
16AF2150, 36.75044,-119.77700
16AF2172, 36.76489,-119.80860
16AF2175, 36.74819,-119.78148
16AF2180, 36.76470,-119.82672
16AF2192, 36.75770,-119.77476
16AF2193, 36.80822,-119.84441
16AF2186, 36.75044,-119.77475
16AF2200, 36.75954,-119.78152
16AF2215, 36.71415,-119.73653
16AF2247, 36.79742,-119.87926
16AF2246, 36.78863,-119.79053
16AF2256, 36.75038,-119.80830
16AF2272, 36.77936,-119.81759
16AF2309, 36.76495,-119.80103
16AF2426, 36.79381,-119.82640
16AF3281, 36.76480,-119.81766
16AF3281, 36.76480,-119.81766
16AF3374, 36.75044,-119.78151
16AF3389, 36.75038,-119.80436
16AF3409, 36.75042,-119.79054
16AF3427, 36.74331,-119.79051
16AF3427, 36.74331,-119.79051
16AF3427, 36.74331,-119.79051
16AF3427, 36.74331,-119.79051
16AF3516, 36.79410,-119.78142
16AF3524, 36.72434,-119.79367
16AF3528, 36.70688,-119.77621
16AF3571, 36.75224,-119.80032
16AF3575, 36.77385,-119.82661
16AF3587, 36.77199,-119.82885
16AF3595, 36.77225,-119.79392
16AF3345, 36.82292,-119.79035
16AF3345, 36.82292,-119.79035
16AF3616, 36.75751,-119.82169
16AF3629, 36.75303,-119.82795
16AF3654, 36.74864,-119.76925
16AF3692, 36.75865,-119.72571
16AF3709, 36.75048,-119.75444
16AF3715, 36.73955,-119.75447
16AF3734, 36.83717,-119.86242
16AF3793, 36.77936,-119.81759
16AF4132, 36.77492,-119.80409
16AF4387, 36.75043,-119.70015
16AF4471, 36.78485,-119.88756
16AF4472, 36.75042,-119.71824
16AF4508, 36.75137,-119.76348
16AF4528, 36.75746,-119.82912
16AF4712, 36.74581,-119.79892
16AF4759, 36.75768,-119.79884
16AF4786, 36.72158,-119.79253
16AF4811, 36.72246,-119.80620
16AF4833, 36.72141,-119.80138
16AF4836, 36.72809,-119.80328
16AF4837, 36.76513,-119.73631
16AF4865, 36.76268,-119.73634
16AF4866, 36.71417,-119.79078
16AF4888, 36.77225,-119.74087
16AF4902, 36.77225,-119.74087
16AF4925, 36.76500,-119.77252
16AF4975, 36.75131,-119.82755
16AF5017, 36.79386,-119.81749
16AF5065, 36.81225,-119.75413
16AF5088, 36.81586,-119.75760
16AF5097, 36.79391,-119.80857
16AF5102, 36.73928,-119.75448
16AF5116, 36.76504,-119.77554
16AF5146, 36.79381,-119.82640
16AF5173, 36.75746,-119.82666
16AF5177, 36.83127,-119.78579
16AF5209, 36.78644,-119.80865
16AF5210, 36.77949,-119.79958
16AF5221, 36.79371,-119.84429
16AF5237, 36.76489,-119.80860
16AF5236, 36.80857,-119.77686
16AF5248, 36.77581,-119.80636
16AF5288, 36.76469,-119.83945
16AF5307, 36.77924,-119.83549
16AF5320, 36.80825,-119.86852
16AF5312, 36.77999,-119.84284
16AF5311, 36.77924,-119.83549
16AF5330, 36.80853,-119.78501
16AF5333, 36.80825,-119.86852
16AF5346, 36.77945,-119.80410
16AF5538, 36.71610,-119.74560
16AF5643, 36.73419,-119.73141
16AF5708, 36.72721,-119.81786
16AF5784, 36.74288,-119.71796
16AF5802, 36.71417,-119.79078
16AF5808, 36.73775,-119.72738
16AF5832, 36.71965,-119.79531
16AF5903, 36.75747,-119.71827
16AF5919, 36.73845,-119.70011
16AF6116, 36.72139,-119.79982
16AF6193, 36.72144,-119.78964
16AF6210, 36.72850,-119.78784
16AF6226, 36.72139,-119.79982
16AF6232, 36.72140,-119.79058
16AF6249, 36.72580,-119.79161
16AF6281, 36.73122,-119.79892
16AF6286, 36.73122,-119.79892
16AF6318, 36.73419,-119.80219
16AF6348, 36.70693,-119.76032
16AF6358, 36.83738,-119.75418
16AF6401, 36.73230,-119.72742
16AF6387, 36.72013,-119.73651
16AF6391, 36.72866,-119.77087
16AF6413, 36.72867,-119.73647
16AF6466, 36.81575,-119.79042
16AF6504, 36.75743,-119.83059
16AF6533, 36.75745,-119.83153
16AF6540, 36.75045,-119.73638
16AF6545, 36.75024,-119.82542
16AF6557, 36.74775,-119.74544
16AF6569, 36.80853,-119.79045
16AF6590, 36.82658,-119.78129
16AF6613, 36.77957,-119.74534
16AF6663, 36.80857,-119.78139
16AF6666, 36.74775,-119.75672
16AF6677, 36.76322,-119.76466
16AF6694, 36.79410,-119.78142
16AF6692, 36.76468,-119.84433
16AF6702, 36.73662,-119.79133
16AF6700, 36.79410,-119.79052
16AF6738, 36.78672,-119.79054
16AF7069, 36.76501,-119.78379
16AF7120, 36.75024,-119.82542
16AF7279, 36.77229,-119.77480
16AF7322, 36.81154,-119.87315
16AF7428, 36.84612,-119.79068
16AF7483, 36.84482,-119.73878
16AF7494, 36.71053,-119.75470
16AF7572, 36.73230,-119.73193
16AF7581, 36.75400,-119.80858
16AF7585, 36.75044,-119.78151
16AF7588, 36.76489,-119.80860
16AF7602, 36.76230,-119.80103
16AF7618, 36.75768,-119.79884
16AF7632, 36.75762,-119.80629
16AF7702, 36.73592,-119.73192
16AF7712,,
16AF7735, 36.74664,-119.80824
16AF7786, 36.79381,-119.82640
16AF7812, 36.80680,-119.88948
16AF7843, 36.77193,-119.84194
16AF7883, 36.79368,-119.85330
16AF7893, 36.80828,-119.84930
16AF7960, 36.78683,-119.77244
16AF7966, 36.75726,-119.78926
16AF8033, 36.75766,-119.80284
16AF8050, 36.80808,-119.88949
16AF8069, 36.81588,-119.75417
16AF8080, 36.74331,-119.79191
16AF8086, 36.73579,-119.70010
16AF8088, 36.75743,-119.82778
16AF8826, 36.74594,-119.76081
16AF8877, 36.79670,-119.84432
16AF8881, 36.75767,-119.80104
16AF8896, 36.79046,-119.79053
16AF8943, 36.75747,-119.71827
16AF8952, 36.74072,-119.70048
16AF8986, 36.75046,-119.76348
16AF8982, 36.74318,-119.76265
16AF9038, 36.73472,-119.80146
16AF9036, 36.75915,-119.79016
16AF9043, 36.74775,-119.75672
16AF9061, 36.73411,-119.78491
16AF9093, 36.75047,-119.74993
16AF9097, 36.79348,-119.89840
16AF9124, 36.74321,-119.74547
16AF9150, 36.76502,-119.79055
16AF9151, 36.81578,-119.77229
16AF9206, 36.75400,-119.80858
16AF9242, 36.76315,-119.79894
16AF9275, 36.77189,-119.83788
16AF9292, 36.75768,-119.80030
16AF9311, 36.80846,-119.79945
16AF9313, 36.75044,-119.79481
16AF9323, 36.75581,-119.80858
16AF9331, 36.75747,-119.71827
16AF9361, 36.79046,-119.79053
16AF9367, 36.75038,-119.80288
16AF9386, 36.74016,-119.69703
16AF9391, 36.77409,-119.79055
16AF9417, 36.74773,-119.77252
16AF9410, 36.71414,-119.75468
16AF9453, 36.76045,-119.73484
16AF9589, 36.73861,-119.79353
16AF9597, 36.86641,-119.77049
16AF9878, 36.70688,-119.77621
16AG0094,,
16AG0250, 36.74317,-119.72735
16AG0256, 36.79046,-119.79053
16AG0286, 36.78672,-119.79054
16AG0293, 36.79405,-119.79503
16AG0294, 36.72533,-119.79227
16AG0312, 36.75771,-119.78152
16AG0391, 36.75025,-119.82323
16AG0436, 36.83726,-119.79025
16AG0458, 36.80853,-119.79045
16AG0462, 36.84177,-119.79041
16AG0474, 36.75038,-119.80830
16AG0489, 36.74677,-119.73635
16AG0500, 36.73579,-119.70010
16AG0507, 36.75038,-119.80830
16AG0512, 36.84267,-119.79045
16AG0522, 36.76499,-119.79448
16AG0533, 36.83015,-119.79030
16AG0536, 36.83726,-119.79025
16AG0561, 36.73590,-119.71837
16AG0563, 36.85187,-119.79095
16AG0577, 36.84612,-119.79068
16AG0583, 36.83869,-119.79026
16AG0623, 36.75768,-119.79884
16AG0624, 36.75761,-119.81085
16AG0637, 36.76138,-119.79055
16AG0648, 36.76489,-119.80860
16AG0690, 36.75042,-119.79889
16AG0720, 36.73518,-119.79336
16AG0754, 36.75045,-119.77250
16AG1014, 36.75048,-119.75444
16AG1107, 36.70690,-119.76845
16AG1111, 36.70677,-119.77197
16AG1185, 36.71416,-119.78627
16AG1156, 36.71963,-119.79980
16AG1297, 36.74591,-119.73641
16AG1478, 36.72975,-119.79598
16AG1490, 36.71508,-119.78881
16AG1530, 36.80828,-119.82638
16AG1631, 36.73028,-119.80022
16AG1641, 36.73592,-119.73192
16AG1648, 36.74956,-119.76433
16AG1680, 36.75044,-119.77475
16AG1686, 36.75043,-119.78488
16AG1715, 36.71414,-119.75375
16AG1745, 36.85192,-119.78371
16AG1792, 36.73589,-119.75456
16AG1799, 36.75772,-119.74542
16AG1798, 36.74318,-119.77243
16AG1827, 36.75045,-119.73638
16AG1861, 36.75763,-119.80859
16AG1834, 36.81575,-119.79042
16AG1911, 36.75220,-119.81195
16AG1959, 36.77949,-119.79958
16AG1964, 36.77218,-119.70024
16AG2802, 36.79371,-119.84429
16AG2909, 36.75335,-119.79974
16AG2929, 36.74493,-119.78155
16AG2944, 36.72602,-119.76589
16AG3025, 36.70688,-119.79078
16AG3154, 36.70691,-119.75597
16AG3138, 36.75682,-119.75447
16AG3144, 36.73590,-119.74549
16AG3162, 36.75607,-119.75446
16AG3188, 36.71416,-119.74161
16AG3196, 36.72863,-119.74556
16AG3217, 36.83711,-119.87900
16AG3241, 36.71995,-119.69590
16AG3275, 36.81577,-119.76094
16AG3307, 36.73590,-119.74549
16AG3325, 36.80846,-119.79945
16AG3363, 36.74581,-119.79892
16AG3388, 36.72726,-119.81920
16AG3467, 36.80811,-119.88603
16AG3512, 36.83711,-119.87900
16AG3755, 36.81588,-119.75417
16AG4270, 36.75767,-119.80104
16AG4370, 36.77957,-119.74534
16AG4404, 36.76497,-119.79891
16AG4432, 36.75234,-119.77474
16AG4589, 36.85185,-119.76577
16AG4598, 36.77764,-119.80410
16AG4598, 36.77764,-119.80410
16AG4619, 36.81201,-119.80841
16AG4625, 36.77931,-119.82656
16AG4678, 36.75746,-119.82912
16AG4680, 36.72859,-119.81760
16AG4713, 36.80317,-119.75422
16AG4734, 36.76319,-119.79223
16AG4741, 36.80834,-119.81742
16AG4742, 36.85247,-119.75730
16AG4750, 36.75825,-119.83144
16AG4788, 36.81225,-119.77230
16AK2508, 36.80855,-119.78260
16AK2527, 36.82256,-119.89377
16AG5644, 36.78788,-119.79588
16AG5660, 36.78658,-119.82200
16AG5741, 36.78652,-119.83372
16AG5751, 36.78683,-119.77244
16AG5837, 36.73230,-119.73193
16AG5866, 36.72868,-119.73195
16AG5906, 36.79100,-119.78958
16AG5906, 36.79100,-119.78958
16AG5926, 36.70412,-119.79756
16AG5947, 36.76515,-119.73178
16AG5951, 36.76501,-119.79224
16AG5970, 36.73688,-119.68210
16AG5971, 36.71417,-119.79078
16AG5977, 36.71416,-119.79195
16AG5981, 36.70323,-119.79532
16AG5997, 36.72653,-119.79060
16AG6018, 36.81219,-119.79043
16AG6022, 36.77199,-119.82664
16AG6036, 36.80857,-119.78139
16AG6071, 36.77046,-119.79055
16AG6077, 36.76502,-119.79055
16AG6087, 36.71494,-119.71847
16AG6081, 36.75775,-119.79055
16AG6096, 36.75763,-119.80859
16AG6095, 36.77225,-119.79336
16AG6092, 36.79410,-119.79052
16AG6098, 36.75045,-119.73638
16AG6110, 36.73297,-119.71962
16AG6114, 36.77193,-119.84437
16AG6125, 36.79359,-119.88039
16AG6116, 36.79410,-119.79052
16AG6131, 36.73589,-119.75456
16AG6150, 36.73180,-119.80862
16AG6169, 36.75045,-119.73638
16AG6195, 36.76502,-119.79055
16AG6422, 36.73319,-119.80111
16AG6546, 36.74734,-119.80034
16AG6546, 36.74734,-119.80034
16AG6546, 36.74734,-119.80034
16AG6574, 36.74318,-119.72285
16AG6793, 36.76509,-119.74782
16AG6929, 36.77190,-119.85333
16AG6986, 36.76582,-119.78206
16AG6991, 36.79410,-119.77231
16AG7060, 36.73887,-119.79564
16AG7067, 36.81224,-119.76306
16AG7147, 36.75775,-119.79055
16AG7239, 36.75748,-119.72899
16AG7269, 36.72758,-119.76808
16AG7274, 36.70594,-119.79757
16AG7282, 36.73228,-119.71841
16AG7302, 36.75042,-119.79054
16AG7312, 36.75045,-119.77250
16AG7364, 36.79410,-119.78378
16AG7365, 36.75762,-119.80629
16AG7375, 36.75044,-119.79481
16AG7376, 36.80827,-119.85352
16AG7380, 36.75383,-119.83057
16AG7383, 36.74664,-119.80824
16AG7395, 36.76497,-119.79891
16AG7402, 36.75536,-119.79883
16AG7407, 36.74360,-119.80183
16AG7422, 36.73592,-119.74040
16AG7424, 36.75204,-119.70025
16AG7471, 36.72511,-119.76808
16AG7505, 36.73589,-119.75456
16AG7305, 36.77598,-119.75444
16AG7397, 36.83738,-119.75418
16AG7591, 36.80855,-119.78260
16AG7595, 36.75038,-119.80436
16AG7695, 36.74683,-119.79469
16AG7696, 36.75038,-119.80692
16AG7936, 36.83246,-119.75418
16AG8027, 36.71414,-119.75852
16AG8206, 36.75044,-119.77997
16AG8227, 36.75581,-119.80858
16AG8273, 36.75048,-119.75670
16AG8277, 36.75761,-119.81085
16AG8281, 36.80853,-119.79045
16AG8326, 36.79670,-119.84432
16AG8353, 36.75763,-119.80859
16AG8374, 36.76501,-119.78154
16AG8379, 36.75039,-119.78939
16AG8400, 36.75303,-119.78925
16AG8424, 36.75044,-119.78151
16AG8449, 36.76510,-119.75452
16AG8471, 36.73592,-119.73192
16AG8488, 36.77228,-119.79055
16AG8506, 36.73590,-119.74549
16AG8546, 36.77137,-119.79055
16AG8566, 36.75752,-119.82087
16AG8613, 36.74677,-119.73635
16AG8633, 36.83015,-119.79030
16AG8639, 36.75939,-119.81424
16AG8661, 36.73518,-119.79336
16AG8664, 36.76496,-119.80406
16AG8665, 36.75760,-119.80790
16AG8680, 36.79371,-119.84429
16AG8696, 36.74318,-119.77243
16AG8756, 36.75129,-119.82662
16AG8768, 36.75129,-119.82662
16AG8772, 36.75743,-119.83059
16AG8775, 36.75129,-119.82662
16AG8836, 36.74958,-119.74994
16AG9091, 36.76513,-119.73631
16AG9187, 36.71069,-119.71223
16AG9317, 36.74502,-119.74546
16AG9505, 36.80861,-119.75418
16AG9509, 36.71597,-119.79644
16AG9526, 36.83694,-119.90157
16AG9543, 36.72139,-119.80891
16AG9553, 36.72300,-119.81044
16AG9501, 36.69954,-119.79983
16AG9518, 36.68998,-119.79983
16AG9591, 36.76503,-119.76351
16AG9569, 36.80819,-119.86262
16AG9645, 36.69876,-119.74566
16AG9654, 36.79410,-119.79052
16AG9700, 36.77591,-119.79055
16AG9707, 36.77936,-119.81759
16AG9795, 36.83015,-119.79030
16AG9814, 36.81934,-119.79043
16AG9817, 36.78863,-119.79053
16AG9825, 36.74684,-119.78718
16AG9829, 36.75042,-119.79054
16AG9841, 36.77926,-119.84201
16AG9849, 36.75039,-119.80032
16AG9858, 36.75038,-119.78543
16AG9861, 36.75042,-119.79054
16AG9866, 36.81219,-119.79043
16AG9868, 36.75112,-119.78935
16AG9870, 36.79410,-119.78142
16AG9869, 36.75046,-119.76686
16AG9875, 36.82232,-119.87046
16AG9909, 36.78672,-119.79054
16AG9920, 36.81934,-119.79043
16AG9932, 36.81924,-119.80837
16AG9921, 36.76497,-119.79891
16AG9959, 36.83730,-119.76318
16AG9979, 36.76489,-119.80860
